ID,MONTHS_BALANCE,STATUS
5000258,-19,C
5000258,-18,0
5000258,-17,0
5000258,-16,X
5000258,-15,0
5000258,-14,C
5000258,-13,0
5000258,-12,C
5000258,-11,C
5000258,-10,C
5000258,-9,C
5000258,-8,0
5000258,-7,C
5000258,-6,C
5000258,-5,C
5000258,-4,C
5000258,-3,C
5000258,-2,C
5000258,-1,C
5000258,0,0
5000259,-24,X
5000259,-23,1
5000259,-22,C
5000259,-21,C
5000259,-20,0
5000259,-19,C
5000259,-18,X
5000259,-17,C
5000259,-16,0
5000259,-15,1
5000259,-14,0
5000259,-13,C
5000259,-12,C
5000259,-11,C
5000259,-10,0
5000259,-9,0
5000259,-8,C
5000259,-7,X
5000259,-6,C
5000259,-5,C
5000259,-4,X
5000259,-3,C
5000259,-2,C
5000259,-1,C
5000259,0,0
5000260,-6,C
5000260,-5,C
5000260,-4,C
5000260,-3,C
5000260,-2,C
5000260,-1,C
5000260,0,X
5000261,-26,0
5000261,-25,C
5000261,-24,C
5000261,-23,C
5000261,-22,X
5000261,-21,C
5000261,-20,C
5000261,-19,X
5000261,-18,X
5000261,-17,0
5000261,-16,0
5000261,-15,0
5000261,-14,C
5000261,-13,C
5000261,-12,1
5000261,-11,X
5000261,-10,0
5000261,-9,C
5000261,-8,C
5000261,-7,C
5000261,-6,C
5000261,-5,C
5000261,-4,C
5000261,-3,X
5000261,-2,C
5000261,-1,C
5000261,0,C
5000262,-22,C
5000262,-21,C
5000262,-20,0
5000262,-19,C
5000262,-18,0
5000262,-17,0
5000262,-16,X
5000262,-15,C
5000262,-14,C
5000262,-13,X
5000262,-12,0
5000262,-11,0
5000262,-10,C
5000262,-9,X
5000262,-8,0
5000262,-7,0
5000262,-6,C
5000262,-5,C
5000262,-4,C
5000262,-3,C
5000262,-2,0
5000262,-1,0
5000262,0,0
5000263,-17,2
5000263,-16,0
5000263,-15,1
5000263,-14,C
5000263,-13,0
5000263,-12,C
5000263,-11,0
5000263,-10,0
5000263,-9,1
5000263,-8,0
5000263,-7,1
5000263,-6,0
5000263,-5,C
5000263,-4,1
5000263,-3,2
5000263,-2,3
5000263,-1,0
5000263,0,1
5000264,-11,0
5000264,-10,X
5000264,-9,X
5000264,-8,C
5000264,-7,0
5000264,-6,X
5000264,-5,C
5000264,-4,C
5000264,-3,C
5000264,-2,0
5000264,-1,0
5000264,0,X
5000265,-31,0
5000265,-30,2
5000265,-29,0
5000265,-28,1
5000265,-27,0
5000265,-26,C
5000265,-25,C
5000265,-24,C
5000265,-23,0
5000265,-22,1
5000265,-21,C
5000265,-20,1
5000265,-19,0
5000265,-18,1
5000265,-17,1
5000265,-16,1
5000265,-15,0
5000265,-14,0
5000265,-13,2
5000265,-12,C
5000265,-11,0
5000265,-10,C
5000265,-9,1
5000265,-8,1
5000265,-7,1
5000265,-6,0
5000265,-5,C
5000265,-4,3
5000265,-3,0
5000265,-2,0
5000265,-1,0
5000265,0,C
5000266,-33,C
5000266,-32,C
5000266,-31,0
5000266,-30,X
5000266,-29,C
5000266,-28,X
5000266,-27,0
5000266,-26,C
5000266,-25,0
5000266,-24,X
5000266,-23,C
5000266,-22,C
5000266,-21,C
5000266,-20,X
5000266,-19,C
5000266,-18,X
5000266,-17,X
5000266,-16,C
5000266,-15,0
5000266,-14,0
5000266,-13,C
5000266,-12,0
5000266,-11,C
5000266,-10,C
5000266,-9,C
5000266,-8,X
5000266,-7,X
5000266,-6,C
5000266,-5,C
5000266,-4,C
5000266,-3,0
5000266,-2,0
5000266,-1,X
5000266,0,X
5000267,-14,C
5000267,-13,X
5000267,-12,X
5000267,-11,C
5000267,-10,0
5000267,-9,0
5000267,-8,C
5000267,-7,X
5000267,-6,0
5000267,-5,C
5000267,-4,X
5000267,-3,C
5000267,-2,C
5000267,-1,0
5000267,0,C
5000268,-3,0
5000268,-2,0
5000268,-1,C
5000268,0,1
5000269,-26,C
5000269,-25,X
5000269,-24,X
5000269,-23,C
5000269,-22,C
5000269,-21,X
5000269,-20,0
5000269,-19,C
5000269,-18,C
5000269,-17,C
5000269,-16,C
5000269,-15,X
5000269,-14,C
5000269,-13,C
5000269,-12,C
5000269,-11,C
5000269,-10,C
5000269,-9,C
5000269,-8,C
5000269,-7,0
5000269,-6,0
5000269,-5,C
5000269,-4,X
5000269,-3,C
5000269,-2,C
5000269,-1,C
5000269,0,C
5000270,-19,C
5000270,-18,0
5000270,-17,0
5000270,-16,1
5000270,-15,1
5000270,-14,C
5000270,-13,0
5000270,-12,0
5000270,-11,0
5000270,-10,0
5000270,-9,0
5000270,-8,0
5000270,-7,0
5000270,-6,C
5000270,-5,0
5000270,-4,C
5000270,-3,0
5000270,-2,2
5000270,-1,C
5000270,0,C
5000271,-9,0
5000271,-8,X
5000271,-7,0
5000271,-6,C
5000271,-5,C
5000271,-4,X
5000271,-3,1
5000271,-2,C
5000271,-1,C
5000271,0,X
5000272,-34,C
5000272,-33,C
5000272,-32,X
5000272,-31,C
5000272,-30,C
5000272,-29,C
5000272,-28,C
5000272,-27,C
5000272,-26,C
5000272,-25,C
5000272,-24,0
5000272,-23,C
5000272,-22,C
5000272,-21,0
5000272,-20,C
5000272,-19,0
5000272,-18,C
5000272,-17,X
5000272,-16,X
5000272,-15,0
5000272,-14,X
5000272,-13,C
5000272,-12,X
5000272,-11,C
5000272,-10,X
5000272,-9,C
5000272,-8,X
5000272,-7,X
5000272,-6,0
5000272,-5,C
5000272,-4,0
5000272,-3,C
5000272,-2,C
5000272,-1,X
5000272,0,X
5000273,-2,C
5000273,-1,X
5000273,0,C
5000274,-20,C
5000274,-19,0
5000274,-18,0
5000274,-17,0
5000274,-16,1
5000274,-15,1
5000274,-14,C
5000274,-13,1
5000274,-12,0
5000274,-11,C
5000274,-10,5
5000274,-9,2
5000274,-8,0
5000274,-7,0
5000274,-6,0
5000274,-5,1
5000274,-4,3
5000274,-3,0
5000274,-2,2
5000274,-1,0
5000274,0,0
5000275,-27,X
5000275,-26,C
5000275,-25,X
5000275,-24,0
5000275,-23,C
5000275,-22,X
5000275,-21,C
5000275,-20,0
5000275,-19,0
5000275,-18,0
5000275,-17,0
5000275,-16,C
5000275,-15,C
5000275,-14,C
5000275,-13,C
5000275,-12,X
5000275,-11,0
5000275,-10,C
5000275,-9,C
5000275,-8,0
5000275,-7,C
5000275,-6,C
5000275,-5,X
5000275,-4,C
5000275,-3,0
5000275,-2,C
5000275,-1,0
5000275,0,X
5000276,-26,C
5000276,-25,0
5000276,-24,C
5000276,-23,0
5000276,-22,0
5000276,-21,0
5000276,-20,0
5000276,-19,0
5000276,-18,C
5000276,-17,1
5000276,-16,0
5000276,-15,0
5000276,-14,C
5000276,-13,X
5000276,-12,X
5000276,-11,X
5000276,-10,0
5000276,-9,C
5000276,-8,C
5000276,-7,C
5000276,-6,C
5000276,-5,C
5000276,-4,C
5000276,-3,C
5000276,-2,C
5000276,-1,C
5000276,0,0
5000277,-2,X
5000277,-1,0
5000277,0,C
5000278,-29,1
5000278,-28,0
5000278,-27,2
5000278,-26,C
5000278,-25,C
5000278,-24,1
5000278,-23,C
5000278,-22,C
5000278,-21,1
5000278,-20,0
5000278,-19,1
5000278,-18,3
5000278,-17,0
5000278,-16,0
5000278,-15,C
5000278,-14,C
5000278,-13,C
5000278,-12,C
5000278,-11,0
5000278,-10,0
5000278,-9,1
5000278,-8,2
5000278,-7,1
5000278,-6,0
5000278,-5,C
5000278,-4,1
5000278,-3,0
5000278,-2,C
5000278,-1,2
5000278,0,0
5000279,-28,C
5000279,-27,C
5000279,-26,X
5000279,-25,C
5000279,-24,C
5000279,-23,0
5000279,-22,C
5000279,-21,X
5000279,-20,0
5000279,-19,C
5000279,-18,0
5000279,-17,0
5000279,-16,C
5000279,-15,0
5000279,-14,C
5000279,-13,C
5000279,-12,0
5000279,-11,0
5000279,-10,X
5000279,-9,C
5000279,-8,X
5000279,-7,X
5000279,-6,C
5000279,-5,1
5000279,-4,C
5000279,-3,C
5000279,-2,C
5000279,-1,C
5000279,0,X
5000280,-3,C
5000280,-2,X
5000280,-1,0
5000280,0,X
5000281,-16,X
5000281,-15,X
5000281,-14,0
5000281,-13,1
5000281,-12,C
5000281,-11,X
5000281,-10,C
5000281,-9,C
5000281,-8,C
5000281,-7,0
5000281,-6,X
5000281,-5,C
5000281,-4,C
5000281,-3,0
5000281,-2,C
5000281,-1,C
5000281,0,0
5000282,-7,1
5000282,-6,2
5000282,-5,C
5000282,-4,0
5000282,-3,C
5000282,-2,0
5000282,-1,2
5000282,0,0
5000283,-30,0
5000283,-29,X
5000283,-28,0
5000283,-27,0
5000283,-26,C
5000283,-25,C
5000283,-24,X
5000283,-23,0
5000283,-22,C
5000283,-21,0
5000283,-20,C
5000283,-19,C
5000283,-18,C
5000283,-17,0
5000283,-16,X
5000283,-15,C
5000283,-14,1
5000283,-13,0
5000283,-12,0
5000283,-11,C
5000283,-10,C
5000283,-9,X
5000283,-8,0
5000283,-7,X
5000283,-6,X
5000283,-5,0
5000283,-4,C
5000283,-3,X
5000283,-2,C
5000283,-1,C
5000283,0,C
5000284,-22,0
5000284,-21,X
5000284,-20,C
5000284,-19,C
5000284,-18,C
5000284,-17,C
5000284,-16,X
5000284,-15,X
5000284,-14,C
5000284,-13,C
5000284,-12,C
5000284,-11,C
5000284,-10,C
5000284,-9,0
5000284,-8,C
5000284,-7,0
5000284,-6,C
5000284,-5,C
5000284,-4,0
5000284,-3,X
5000284,-2,C
5000284,-1,0
5000284,0,C
5000285,0,0
5000286,-32,C
5000286,-31,C
5000286,-30,0
5000286,-29,C
5000286,-28,X
5000286,-27,0
5000286,-26,0
5000286,-25,1
5000286,-24,0
5000286,-23,X
5000286,-22,0
5000286,-21,0
5000286,-20,0
5000286,-19,0
5000286,-18,C
5000286,-17,0
5000286,-16,C
5000286,-15,C
5000286,-14,C
5000286,-13,0
5000286,-12,C
5000286,-11,0
5000286,-10,X
5000286,-9,C
5000286,-8,X
5000286,-7,X
5000286,-6,0
5000286,-5,C
5000286,-4,C
5000286,-3,X
5000286,-2,C
5000286,-1,C
5000286,0,C
5000287,-12,X
5000287,-11,X
5000287,-10,C
5000287,-9,0
5000287,-8,C
5000287,-7,X
5000287,-6,C
5000287,-5,C
5000287,-4,X
5000287,-3,C
5000287,-2,0
5000287,-1,0
5000287,0,0
5000288,-27,C
5000288,-26,X
5000288,-25,C
5000288,-24,0
5000288,-23,0
5000288,-22,C
5000288,-21,0
5000288,-20,X
5000288,-19,C
5000288,-18,X
5000288,-17,X
5000288,-16,0
5000288,-15,0
5000288,-14,X
5000288,-13,0
5000288,-12,1
5000288,-11,C
5000288,-10,C
5000288,-9,0
5000288,-8,0
5000288,-7,C
5000288,-6,C
5000288,-5,C
5000288,-4,0
5000288,-3,0
5000288,-2,C
5000288,-1,C
5000288,0,0
5000289,-23,X
5000289,-22,C
5000289,-21,X
5000289,-20,C
5000289,-19,C
5000289,-18,X
5000289,-17,C
5000289,-16,C
5000289,-15,0
5000289,-14,C
5000289,-13,C
5000289,-12,C
5000289,-11,C
5000289,-10,C
5000289,-9,0
5000289,-8,C
5000289,-7,0
5000289,-6,C
5000289,-5,C
5000289,-4,X
5000289,-3,X
5000289,-2,X
5000289,-1,0
5000289,0,C
5000290,-32,1
5000290,-31,0
5000290,-30,0
5000290,-29,4
5000290,-28,2
5000290,-27,C
5000290,-26,4
5000290,-25,0
5000290,-24,1
5000290,-23,1
5000290,-22,3
5000290,-21,2
5000290,-20,0
5000290,-19,1
5000290,-18,0
5000290,-17,0
5000290,-16,0
5000290,-15,0
5000290,-14,0
5000290,-13,0
5000290,-12,1
5000290,-11,1
5000290,-10,0
5000290,-9,4
5000290,-8,C
5000290,-7,0
5000290,-6,0
5000290,-5,C
5000290,-4,0
5000290,-3,3
5000290,-2,0
5000290,-1,0
5000290,0,0
5000291,-19,0
5000291,-18,0
5000291,-17,C
5000291,-16,0
5000291,-15,1
5000291,-14,C
5000291,-13,C
5000291,-12,1
5000291,-11,1
5000291,-10,1
5000291,-9,0
5000291,-8,2
5000291,-7,0
5000291,-6,C
5000291,-5,1
5000291,-4,4
5000291,-3,C
5000291,-2,0
5000291,-1,0
5000291,0,C
5000292,-34,C
5000292,-33,0
5000292,-32,X
5000292,-31,X
5000292,-30,C
5000292,-29,C
5000292,-28,C
5000292,-27,C
5000292,-26,0
5000292,-25,C
5000292,-24,C
5000292,-23,X
5000292,-22,X
5000292,-21,C
5000292,-20,C
5000292,-19,0
5000292,-18,C
5000292,-17,0
5000292,-16,C
5000292,-15,X
5000292,-14,C
5000292,-13,0
5000292,-12,C
5000292,-11,C
5000292,-10,C
5000292,-9,0
5000292,-8,0
5000292,-7,C
5000292,-6,C
5000292,-5,0
5000292,-4,0
5000292,-3,X
5000292,-2,0
5000292,-1,C
5000292,0,C
5000293,-9,1
5000293,-8,1
5000293,-7,0
5000293,-6,0
5000293,-5,0
5000293,-4,2
5000293,-3,0
5000293,-2,2
5000293,-1,0
5000293,0,2
5000294,-24,X
5000294,-23,C
5000294,-22,0
5000294,-21,X
5000294,-20,X
5000294,-19,0
5000294,-18,0
5000294,-17,X
5000294,-16,0
5000294,-15,C
5000294,-14,C
5000294,-13,X
5000294,-12,C
5000294,-11,C
5000294,-10,C
5000294,-9,C
5000294,-8,0
5000294,-7,X
5000294,-6,1
5000294,-5,0
5000294,-4,C
5000294,-3,C
5000294,-2,C
5000294,-1,0
5000294,0,C
5000295,-13,C
5000295,-12,0
5000295,-11,0
5000295,-10,0
5000295,-9,0
5000295,-8,C
5000295,-7,C
5000295,-6,0
5000295,-5,0
5000295,-4,X
5000295,-3,X
5000295,-2,C
5000295,-1,C
5000295,0,X
5000296,-21,X
5000296,-20,0
5000296,-19,C
5000296,-18,0
5000296,-17,C
5000296,-16,X
5000296,-15,C
5000296,-14,X
5000296,-13,0
5000296,-12,C
5000296,-11,C
5000296,-10,X
5000296,-9,0
5000296,-8,C
5000296,-7,C
5000296,-6,C
5000296,-5,0
5000296,-4,C
5000296,-3,C
5000296,-2,0
5000296,-1,X
5000296,0,C
5000297,-10,C
5000297,-9,X
5000297,-8,X
5000297,-7,C
5000297,-6,C
5000297,-5,X
5000297,-4,C
5000297,-3,C
5000297,-2,C
5000297,-1,C
5000297,0,0
5000298,-18,C
5000298,-17,0
5000298,-16,C
5000298,-15,0
5000298,-14,C
5000298,-13,X
5000298,-12,0
5000298,-11,1
5000298,-10,C
5000298,-9,C
5000298,-8,C
5000298,-7,0
5000298,-6,X
5000298,-5,C
5000298,-4,C
5000298,-3,0
5000298,-2,X
5000298,-1,C
5000298,0,C
5000299,-5,C
5000299,-4,C
5000299,-3,0
5000299,-2,C
5000299,-1,X
5000299,0,C
5000300,-3,0
5000300,-2,0
5000300,-1,5
5000300,0,C
5000301,-13,C
5000301,-12,C
5000301,-11,C
5000301,-10,X
5000301,-9,C
5000301,-8,C
5000301,-7,C
5000301,-6,C
5000301,-5,X
5000301,-4,X
5000301,-3,C
5000301,-2,C
5000301,-1,C
5000301,0,0
5000302,-26,C
5000302,-25,X
5000302,-24,C
5000302,-23,0
5000302,-22,X
5000302,-21,0
5000302,-20,C
5000302,-19,C
5000302,-18,C
5000302,-17,C
5000302,-16,0
5000302,-15,C
5000302,-14,C
5000302,-13,C
5000302,-12,C
5000302,-11,0
5000302,-10,X
5000302,-9,0
5000302,-8,C
5000302,-7,0
5000302,-6,0
5000302,-5,C
5000302,-4,C
5000302,-3,0
5000302,-2,X
5000302,-1,0
5000302,0,C
5000303,-21,C
5000303,-20,0
5000303,-19,C
5000303,-18,0
5000303,-17,C
5000303,-16,C
5000303,-15,C
5000303,-14,C
5000303,-13,C
5000303,-12,C
5000303,-11,1
5000303,-10,C
5000303,-9,0
5000303,-8,X
5000303,-7,C
5000303,-6,X
5000303,-5,0
5000303,-4,C
5000303,-3,0
5000303,-2,C
5000303,-1,X
5000303,0,C
5000304,-2,X
5000304,-1,C
5000304,0,0
5000305,-1,X
5000305,0,C
5000306,-7,X
5000306,-6,C
5000306,-5,X
5000306,-4,C
5000306,-3,C
5000306,-2,X
5000306,-1,0
5000306,0,0
5000307,-3,C
5000307,-2,0
5000307,-1,0
5000307,0,0
5000308,-4,C
5000308,-3,X
5000308,-2,C
5000308,-1,C
5000308,0,C
5000309,-19,0
5000309,-18,C
5000309,-17,X
5000309,-16,X
5000309,-15,C
5000309,-14,0
5000309,-13,0
5000309,-12,C
5000309,-11,0
5000309,-10,X
5000309,-9,X
5000309,-8,0
5000309,-7,C
5000309,-6,0
5000309,-5,C
5000309,-4,0
5000309,-3,C
5000309,-2,C
5000309,-1,C
5000309,0,C
5000310,-27,0
5000310,-26,0
5000310,-25,C
5000310,-24,0
5000310,-23,C
5000310,-22,C
5000310,-21,X
5000310,-20,0
5000310,-19,0
5000310,-18,C
5000310,-17,C
5000310,-16,X
5000310,-15,C
5000310,-14,C
5000310,-13,C
5000310,-12,C
5000310,-11,C
5000310,-10,C
5000310,-9,0
5000310,-8,X
5000310,-7,C
5000310,-6,C
5000310,-5,C
5000310,-4,C
5000310,-3,X
5000310,-2,1
5000310,-1,X
5000310,0,X
5000311,-1,X
5000311,0,0
5000312,-18,0
5000312,-17,C
5000312,-16,0
5000312,-15,0
5000312,-14,C
5000312,-13,0
5000312,-12,1
5000312,-11,0
5000312,-10,C
5000312,-9,C
5000312,-8,X
5000312,-7,C
5000312,-6,C
5000312,-5,C
5000312,-4,X
5000312,-3,C
5000312,-2,C
5000312,-1,C
5000312,0,0
5000313,-10,X
5000313,-9,C
5000313,-8,C
5000313,-7,X
5000313,-6,0
5000313,-5,C
5000313,-4,C
5000313,-3,0
5000313,-2,X
5000313,-1,C
5000313,0,X
5000314,-11,C
5000314,-10,0
5000314,-9,C
5000314,-8,X
5000314,-7,C
5000314,-6,C
5000314,-5,C
5000314,-4,C
5000314,-3,X
5000314,-2,0
5000314,-1,X
5000314,0,X
5000315,-31,0
5000315,-30,C
5000315,-29,C
5000315,-28,X
5000315,-27,0
5000315,-26,X
5000315,-25,0
5000315,-24,X
5000315,-23,C
5000315,-22,0
5000315,-21,0
5000315,-20,C
5000315,-19,C
5000315,-18,C
5000315,-17,C
5000315,-16,0
5000315,-15,C
5000315,-14,C
5000315,-13,0
5000315,-12,X
5000315,-11,X
5000315,-10,0
5000315,-9,C
5000315,-8,X
5000315,-7,C
5000315,-6,C
5000315,-5,C
5000315,-4,C
5000315,-3,0
5000315,-2,0
5000315,-1,0
5000315,0,C
5000316,-15,1
5000316,-14,C
5000316,-13,C
5000316,-12,0
5000316,-11,0
5000316,-10,C
5000316,-9,1
5000316,-8,0
5000316,-7,3
5000316,-6,2
5000316,-5,3
5000316,-4,0
5000316,-3,0
5000316,-2,0
5000316,-1,0
5000316,0,1
5000317,-27,1
5000317,-26,1
5000317,-25,0
5000317,-24,C
5000317,-23,3
5000317,-22,3
5000317,-21,3
5000317,-20,3
5000317,-19,2
5000317,-18,1
5000317,-17,2
5000317,-16,1
5000317,-15,C
5000317,-14,0
5000317,-13,4
5000317,-12,0
5000317,-11,2
5000317,-10,C
5000317,-9,0
5000317,-8,0
5000317,-7,C
5000317,-6,C
5000317,-5,C
5000317,-4,2
5000317,-3,C
5000317,-2,0
5000317,-1,C
5000317,0,1
5000318,-28,0
5000318,-27,C
5000318,-26,C
5000318,-25,C
5000318,-24,0
5000318,-23,0
5000318,-22,0
5000318,-21,C
5000318,-20,C
5000318,-19,C
5000318,-18,C
5000318,-17,X
5000318,-16,0
5000318,-15,X
5000318,-14,X
5000318,-13,X
5000318,-12,C
5000318,-11,0
5000318,-10,X
5000318,-9,C
5000318,-8,X
5000318,-7,X
5000318,-6,C
5000318,-5,C
5000318,-4,C
5000318,-3,C
5000318,-2,C
5000318,-1,X
5000318,0,C
5000319,-11,C
5000319,-10,X
5000319,-9,X
5000319,-8,C
5000319,-7,0
5000319,-6,X
5000319,-5,C
5000319,-4,0
5000319,-3,0
5000319,-2,1
5000319,-1,X
5000319,0,C
5000320,-3,0
5000320,-2,C
5000320,-1,C
5000320,0,C
5000321,-10,0
5000321,-9,0
5000321,-8,1
5000321,-7,0
5000321,-6,C
5000321,-5,X
5000321,-4,0
5000321,-3,X
5000321,-2,C
5000321,-1,C
5000321,0,X
5000322,-28,C
5000322,-27,C
5000322,-26,X
5000322,-25,C
5000322,-24,X
5000322,-23,1
5000322,-22,C
5000322,-21,X
5000322,-20,C
5000322,-19,X
5000322,-18,C
5000322,-17,X
5000322,-16,X
5000322,-15,C
5000322,-14,0
5000322,-13,X
5000322,-12,C
5000322,-11,0
5000322,-10,C
5000322,-9,0
5000322,-8,C
5000322,-7,X
5000322,-6,C
5000322,-5,C
5000322,-4,C
5000322,-3,0
5000322,-2,0
5000322,-1,X
5000322,0,0
5000323,-5,0
5000323,-4,C
5000323,-3,0
5000323,-2,0
5000323,-1,2
5000323,0,0
5000324,0,0
5000325,-30,0
5000325,-29,0
5000325,-28,X
5000325,-27,C
5000325,-26,C
5000325,-25,C
5000325,-24,0
5000325,-23,C
5000325,-22,C
5000325,-21,0
5000325,-20,0
5000325,-19,X
5000325,-18,C
5000325,-17,C
5000325,-16,C
5000325,-15,X
5000325,-14,C
5000325,-13,0
5000325,-12,1
5000325,-11,C
5000325,-10,C
5000325,-9,0
5000325,-8,0
5000325,-7,0
5000325,-6,C
5000325,-5,C
5000325,-4,0
5000325,-3,X
5000325,-2,C
5000325,-1,X
5000325,0,0
5000326,-1,0
5000326,0,C
5000327,-4,C
5000327,-3,0
5000327,-2,0
5000327,-1,0
5000327,0,C
5000328,-30,X
5000328,-29,0
5000328,-28,C
5000328,-27,C
5000328,-26,X
5000328,-25,C
5000328,-24,0
5000328,-23,X
5000328,-22,C
5000328,-21,0
5000328,-20,C
5000328,-19,X
5000328,-18,C
5000328,-17,C
5000328,-16,C
5000328,-15,X
5000328,-14,C
5000328,-13,C
5000328,-12,C
5000328,-11,C
5000328,-10,0
5000328,-9,C
5000328,-8,0
5000328,-7,X
5000328,-6,X
5000328,-5,C
5000328,-4,0
5000328,-3,C
5000328,-2,X
5000328,-1,1
5000328,0,0
5000329,-18,C
5000329,-17,C
5000329,-16,X
5000329,-15,0
5000329,-14,C
5000329,-13,C
5000329,-12,X
5000329,-11,X
5000329,-10,C
5000329,-9,0
5000329,-8,X
5000329,-7,X
5000329,-6,0
5000329,-5,0
5000329,-4,C
5000329,-3,C
5000329,-2,0
5000329,-1,0
5000329,0,X
5000330,-34,3
5000330,-33,0
5000330,-32,0
5000330,-31,0
5000330,-30,2
5000330,-29,1
5000330,-28,0
5000330,-27,0
5000330,-26,0
5000330,-25,4
5000330,-24,C
5000330,-23,C
5000330,-22,2
5000330,-21,2
5000330,-20,2
5000330,-19,0
5000330,-18,1
5000330,-17,0
5000330,-16,C
5000330,-15,0
5000330,-14,C
5000330,-13,0
5000330,-12,3
5000330,-11,0
5000330,-10,3
5000330,-9,0
5000330,-8,0
5000330,-7,1
5000330,-6,1
5000330,-5,0
5000330,-4,2
5000330,-3,C
5000330,-2,3
5000330,-1,C
5000330,0,2
5000331,-21,1
5000331,-20,C
5000331,-19,3
5000331,-18,0
5000331,-17,0
5000331,-16,2
5000331,-15,C
5000331,-14,0
5000331,-13,0
5000331,-12,2
5000331,-11,C
5000331,-10,0
5000331,-9,1
5000331,-8,2
5000331,-7,3
5000331,-6,1
5000331,-5,1
5000331,-4,0
5000331,-3,C
5000331,-2,1
5000331,-1,5
5000331,0,1
5000332,-6,X
5000332,-5,C
5000332,-4,C
5000332,-3,0
5000332,-2,C
5000332,-1,C
5000332,0,C
5000333,-28,0
5000333,-27,0
5000333,-26,C
5000333,-25,C
5000333,-24,C
5000333,-23,C
5000333,-22,X
5000333,-21,X
5000333,-20,X
5000333,-19,0
5000333,-18,C
5000333,-17,C
5000333,-16,C
5000333,-15,C
5000333,-14,C
5000333,-13,X
5000333,-12,0
5000333,-11,0
5000333,-10,0
5000333,-9,X
5000333,-8,0
5000333,-7,C
5000333,-6,1
5000333,-5,C
5000333,-4,C
5000333,-3,C
5000333,-2,0
5000333,-1,1
5000333,0,0
5000334,-32,C
5000334,-31,X
5000334,-30,C
5000334,-29,C
5000334,-28,C
5000334,-27,C
5000334,-26,C
5000334,-25,0
5000334,-24,C
5000334,-23,0
5000334,-22,0
5000334,-21,0
5000334,-20,C
5000334,-19,0
5000334,-18,C
5000334,-17,C
5000334,-16,0
5000334,-15,C
5000334,-14,0
5000334,-13,X
5000334,-12,C
5000334,-11,C
5000334,-10,0
5000334,-9,X
5000334,-8,0
5000334,-7,C
5000334,-6,C
5000334,-5,C
5000334,-4,C
5000334,-3,C
5000334,-2,C
5000334,-1,C
5000334,0,0
5000335,-33,X
5000335,-32,X
5000335,-31,X
5000335,-30,X
5000335,-29,C
5000335,-28,C
5000335,-27,C
5000335,-26,C
5000335,-25,X
5000335,-24,0
5000335,-23,C
5000335,-22,0
5000335,-21,0
5000335,-20,C
5000335,-19,0
5000335,-18,C
5000335,-17,0
5000335,-16,C
5000335,-15,C
5000335,-14,X
5000335,-13,0
5000335,-12,C
5000335,-11,0
5000335,-10,0
5000335,-9,C
5000335,-8,C
5000335,-7,C
5000335,-6,C
5000335,-5,0
5000335,-4,0
5000335,-3,0
5000335,-2,0
5000335,-1,C
5000335,0,C
5000336,-22,0
5000336,-21,C
5000336,-20,X
5000336,-19,C
5000336,-18,X
5000336,-17,C
5000336,-16,0
5000336,-15,C
5000336,-14,C
5000336,-13,C
5000336,-12,C
5000336,-11,X
5000336,-10,C
5000336,-9,0
5000336,-8,C
5000336,-7,0
5000336,-6,X
5000336,-5,1
5000336,-4,1
5000336,-3,0
5000336,-2,0
5000336,-1,C
5000336,0,0
5000337,-24,X
5000337,-23,C
5000337,-22,X
5000337,-21,C
5000337,-20,X
5000337,-19,X
5000337,-18,0
5000337,-17,X
5000337,-16,0
5000337,-15,C
5000337,-14,C
5000337,-13,C
5000337,-12,C
5000337,-11,C
5000337,-10,X
5000337,-9,X
5000337,-8,X
5000337,-7,C
5000337,-6,C
5000337,-5,X
5000337,-4,C
5000337,-3,C
5000337,-2,C
5000337,-1,C
5000337,0,C
5000338,-7,0
5000338,-6,C
5000338,-5,X
5000338,-4,0
5000338,-3,0
5000338,-2,X
5000338,-1,C
5000338,0,0
5000339,-28,2
5000339,-27,0
5000339,-26,1
5000339,-25,1
5000339,-24,C
5000339,-23,0
5000339,-22,0
5000339,-21,3
5000339,-20,C
5000339,-19,1
5000339,-18,C
5000339,-17,0
5000339,-16,1
5000339,-15,1
5000339,-14,C
5000339,-13,0
5000339,-12,0
5000339,-11,C
5000339,-10,C
5000339,-9,1
5000339,-8,0
5000339,-7,C
5000339,-6,0
5000339,-5,3
5000339,-4,C
5000339,-3,1
5000339,-2,C
5000339,-1,C
5000339,0,C
5000340,-19,C
5000340,-18,X
5000340,-17,C
5000340,-16,C
5000340,-15,X
5000340,-14,0
5000340,-13,0
5000340,-12,0
5000340,-11,C
5000340,-10,0
5000340,-9,C
5000340,-8,0
5000340,-7,0
5000340,-6,C
5000340,-5,C
5000340,-4,X
5000340,-3,0
5000340,-2,C
5000340,-1,0
5000340,0,X
5000341,-23,0
5000341,-22,C
5000341,-21,C
5000341,-20,C
5000341,-19,C
5000341,-18,X
5000341,-17,C
5000341,-16,0
5000341,-15,C
5000341,-14,C
5000341,-13,C
5000341,-12,X
5000341,-11,C
5000341,-10,C
5000341,-9,C
5000341,-8,0
5000341,-7,X
5000341,-6,C
5000341,-5,C
5000341,-4,C
5000341,-3,C
5000341,-2,X
5000341,-1,C
5000341,0,C
5000342,-22,C
5000342,-21,C
5000342,-20,C
5000342,-19,0
5000342,-18,0
5000342,-17,C
5000342,-16,C
5000342,-15,C
5000342,-14,C
